Setup.started,Setup.stopped,participant,lang,date,expName,psychopyVersion,OS,frameRate,hub,task,AFC_instructions.started,AFC_instructions.stopped,AFC_practice_instructions.started,AFC_practice_instructions.stopped,AFC_practice_fixation.started,AFC_practice_fixation.stopped,AFC_practice_trial.started,AFC_practice_trial.stopped,afc_prac_left_image,afc_prac_right_image,afc_prac_choice,afc_prac_responded,afc_prac_loop.thisRepN,afc_prac_loop.thisTrialN,afc_prac_loop.thisN,afc_prac_loop.thisIndex,afc_prac_loop.ran,AFC_block_start.started,AFC_block_start.stopped,AFC_fixation.started,AFC_fixation.stopped,AFC_trial.started,AFC_trial.stopped,afc_block,afc_left_food_item,afc_right_food_item,afc_left_image,afc_right_image,afc_left_category,afc_right_category,afc_left_cond,afc_right_cond,afc_choice,afc_chosen_item,afc_RT,afc_responded,afc_trial_loop.thisRepN,afc_trial_loop.thisTrialN,afc_trial_loop.thisN,afc_trial_loop.thisIndex,afc_trial_loop.ran,AFC_break.started,AFC_break.stopped,Bye.started,Bye.stopped
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,179.262,179.729,179.729,180.781,2,57,12,Items_pictures/57_fondant.png,Items_pictures/12_crisps.png,6,2,0,1,left,57,0.792,1,36,0,36,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,180.782,181.298,181.299,182.2,2,25,5,Items_pictures/25_fries.png,Items_pictures/5_bell_pepper.png,3,1,1,1,left,25,0.642,1,37,0,37,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,182.201,182.785,182.785,183.653,2,9,54,Items_pictures/9_healthy_cracker.png,Items_pictures/54_ice_cream.png,1,6,1,0,right,54,0.609,1,38,0,38,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,183.654,184.338,184.338,185.206,2,10,49,Items_pictures/10_dried_fruits.png,Items_pictures/49_chocolate_cookie.png,1,5,0,0,left,10,0.606,1,39,0,39,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,185.207,185.741,185.741,186.592,2,47,4,Items_pictures/47_gummy_candy.png,Items_pictures/4_plain_yogurt.png,5,1,0,0,left,47,0.587,1,40,0,40,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,186.593,187.377,187.377,188.195,2,40,31,Items_pictures/40_tresse.png,Items_pictures/31_croissant.png,4,4,0,0,right,31,0.558,1,41,0,41,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,188.196,188.93,188.93,189.882,2,51,22,Items_pictures/51_tiramisu.png,Items_pictures/22_veg_pizza.png,6,3,0,1,left,51,0.687,1,42,0,42,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,189.884,190.566,190.567,191.385,2,22,9,Items_pictures/22_veg_pizza.png,Items_pictures/9_healthy_cracker.png,3,1,1,1,left,22,0.559,1,43,0,43,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,191.387,192.12,192.12,193.122,2,37,17,Items_pictures/37_pain_chocolat.png,Items_pictures/17_flips.png,4,2,0,1,right,17,0.738,1,44,0,44,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,193.123,193.689,193.69,194.742,2,15,48,Items_pictures/15_flute.png,Items_pictures/48_sour_candy.png,2,5,1,0,left,15,0.788,1,45,0,45,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,194.744,195.526,195.527,196.378,2,47,12,Items_pictures/47_gummy_candy.png,Items_pictures/12_crisps.png,5,2,0,1,left,47,0.587,1,46,0,46,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,196.38,196.696,196.696,197.664,2,4,41,Items_pictures/4_plain_yogurt.png,Items_pictures/41_chocolate_snack.png,1,5,0,0,right,41,0.71,1,47,0,47,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,197.665,198.232,198.232,199.167,2,9,40,Items_pictures/9_healthy_cracker.png,Items_pictures/40_tresse.png,1,4,1,0,right,40,0.671,1,48,0,48,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,199.169,199.835,199.836,200.72,2,47,57,Items_pictures/47_gummy_candy.png,Items_pictures/57_fondant.png,5,6,0,0,right,57,0.633,1,49,0,49,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,200.722,201.138,201.138,202.256,2,10,9,Items_pictures/10_dried_fruits.png,Items_pictures/9_healthy_cracker.png,1,1,0,1,right,9,0.859,1,50,0,50,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,202.258,202.591,202.591,203.843,2,59,35,Items_pictures/59_cheesecake.png,Items_pictures/35_focaccia.png,6,4,0,1,right,35,0.986,1,51,0,51,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,203.844,204.394,204.394,205.312,2,57,11,Items_pictures/57_fondant.png,Items_pictures/11_crisps.png,6,2,0,1,left,57,0.655,1,52,0,52,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,205.314,205.796,205.797,206.698,2,51,15,Items_pictures/51_tiramisu.png,Items_pictures/15_flute.png,6,2,0,1,left,51,0.637,1,53,0,53,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,206.699,207.449,207.45,208.384,2,47,28,Items_pictures/47_gummy_candy.png,Items_pictures/28_veg_burger.png,5,3,0,1,right,28,0.675,1,54,0,54,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,208.386,208.902,208.903,209.904,2,59,12,Items_pictures/59_cheesecake.png,Items_pictures/12_crisps.png,6,2,0,1,none,none,,0,55,0,55,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,210.155,210.572,210.572,211.423,2,25,4,Items_pictures/25_fries.png,Items_pictures/4_plain_yogurt.png,3,1,1,0,left,25,0.588,1,56,0,56,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,211.425,212.158,212.158,212.859,2,54,17,Items_pictures/54_ice_cream.png,Items_pictures/17_flips.png,6,2,0,1,right,17,0.437,1,57,0,57,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,212.861,213.544,213.544,214.579,2,51,30,Items_pictures/51_tiramisu.png,Items_pictures/30_onion_rings.png,6,3,0,1,left,51,0.776,1,58,0,58,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,214.581,215.047,215.047,215.932,2,48,9,Items_pictures/48_sour_candy.png,Items_pictures/9_healthy_cracker.png,5,1,0,1,left,48,0.621,1,59,0,59,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,215.933,216.649,216.65,217.434,2,54,11,Items_pictures/54_ice_cream.png,Items_pictures/11_crisps.png,6,2,0,1,right,11,0.525,1,60,0,60,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,217.436,218.202,218.202,219.087,2,12,4,Items_pictures/12_crisps.png,Items_pictures/4_plain_yogurt.png,2,1,1,0,left,12,0.621,1,61,0,61,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,219.089,219.504,219.505,220.473,2,49,22,Items_pictures/49_chocolate_cookie.png,Items_pictures/22_veg_pizza.png,5,3,0,1,right,22,0.708,1,62,0,62,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,220.474,221.275,221.275,222.109,2,54,51,Items_pictures/54_ice_cream.png,Items_pictures/51_tiramisu.png,6,6,0,0,left,54,0.571,1,63,0,63,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,222.111,222.644,222.644,223.695,2,10,15,Items_pictures/10_dried_fruits.png,Items_pictures/15_flute.png,1,2,0,1,left,10,0.788,1,64,0,64,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,223.697,224.431,224.431,225.466,2,54,35,Items_pictures/54_ice_cream.png,Items_pictures/35_focaccia.png,6,4,0,1,right,35,0.775,1,65,0,65,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,225.467,226.151,226.151,226.885,2,47,49,Items_pictures/47_gummy_candy.png,Items_pictures/49_chocolate_cookie.png,5,5,0,0,left,47,0.477,1,66,0,66,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,226.887,227.503,227.504,228.488,2,30,22,Items_pictures/30_onion_rings.png,Items_pictures/22_veg_pizza.png,3,3,1,1,right,22,0.721,1,67,0,67,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,228.49,229.24,229.241,230.091,2,57,17,Items_pictures/57_fondant.png,Items_pictures/17_flips.png,6,2,0,1,left,57,0.59,1,68,0,68,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,231.371,231.986,232.683,233.114,233.114,233.982,3,59,11,Items_pictures/59_cheesecake.png,Items_pictures/11_crisps.png,6,2,0,1,right,11,0.604,1,0,0,0,0,1,230.093,231.371,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,233.984,234.417,234.417,235.251,3,35,22,Items_pictures/35_focaccia.png,Items_pictures/22_veg_pizza.png,4,3,1,1,right,22,0.57,1,1,0,1,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,235.253,235.619,235.619,236.587,3,49,37,Items_pictures/49_chocolate_cookie.png,Items_pictures/37_pain_chocolat.png,5,4,0,0,left,49,0.702,1,2,0,2,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,236.589,236.905,236.906,237.923,3,9,25,Items_pictures/9_healthy_cracker.png,Items_pictures/25_fries.png,1,3,1,1,right,25,0.753,1,3,0,3,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,237.924,238.491,238.491,239.626,3,10,35,Items_pictures/10_dried_fruits.png,Items_pictures/35_focaccia.png,1,4,0,1,right,35,0.876,1,4,0,4,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,239.628,240.116,240.116,241.129,3,22,15,Items_pictures/22_veg_pizza.png,Items_pictures/15_flute.png,3,2,1,1,left,22,0.754,1,5,0,5,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,241.131,241.897,241.898,242.748,3,10,54,Items_pictures/10_dried_fruits.png,Items_pictures/54_ice_cream.png,1,6,0,0,right,54,0.588,1,6,0,6,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,242.75,243.45,243.451,244.452,3,40,35,Items_pictures/40_tresse.png,Items_pictures/35_focaccia.png,4,4,0,1,right,35,0.742,1,7,0,7,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,244.453,245.003,245.003,245.854,3,4,5,Items_pictures/4_plain_yogurt.png,Items_pictures/5_bell_pepper.png,1,1,0,1,right,5,0.589,1,8,0,8,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,245.856,246.188,246.189,247.19,3,57,31,Items_pictures/57_fondant.png,Items_pictures/31_croissant.png,6,4,0,0,left,57,0.743,1,9,0,9,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,247.192,247.658,247.658,248.693,3,17,15,Items_pictures/17_flips.png,Items_pictures/15_flute.png,2,2,1,1,left,17,0.772,1,10,0,10,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,248.695,249.361,249.361,250.212,3,15,31,Items_pictures/15_flute.png,Items_pictures/31_croissant.png,2,4,1,0,right,31,0.592,1,11,0,11,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,250.214,250.98,250.981,251.882,3,54,15,Items_pictures/54_ice_cream.png,Items_pictures/15_flute.png,6,2,0,1,left,54,0.643,1,12,0,12,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,251.884,252.25,252.25,253.168,3,54,31,Items_pictures/54_ice_cream.png,Items_pictures/31_croissant.png,6,4,0,0,left,54,0.653,1,13,0,13,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,253.17,253.636,253.636,254.521,3,4,49,Items_pictures/4_plain_yogurt.png,Items_pictures/49_chocolate_cookie.png,1,5,0,0,right,49,0.62,1,14,0,14,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,254.523,254.939,254.939,255.757,3,49,11,Items_pictures/49_chocolate_cookie.png,Items_pictures/11_crisps.png,5,2,0,1,left,49,0.559,1,15,0,15,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,255.759,256.308,256.309,257.193,3,49,28,Items_pictures/49_chocolate_cookie.png,Items_pictures/28_veg_burger.png,5,3,0,1,left,49,0.62,1,16,0,16,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,257.195,257.745,257.745,258.563,3,31,28,Items_pictures/31_croissant.png,Items_pictures/28_veg_burger.png,4,3,0,1,right,28,0.555,1,17,0,17,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,258.565,258.948,258.948,259.816,3,49,12,Items_pictures/49_chocolate_cookie.png,Items_pictures/12_crisps.png,5,2,0,1,left,49,0.604,1,18,0,18,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,259.817,260.183,260.184,261.085,3,9,41,Items_pictures/9_healthy_cracker.png,Items_pictures/41_chocolate_snack.png,1,5,1,0,right,41,0.636,1,19,0,19,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,261.086,261.787,261.787,262.788,3,25,37,Items_pictures/25_fries.png,Items_pictures/37_pain_chocolat.png,3,4,1,0,right,37,0.743,1,20,0,20,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,262.79,263.089,263.089,264.126,3,57,51,Items_pictures/57_fondant.png,Items_pictures/51_tiramisu.png,6,6,0,0,left,57,0.782,1,21,0,21,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,264.127,264.509,264.509,265.51,3,49,25,Items_pictures/49_chocolate_cookie.png,Items_pictures/25_fries.png,5,3,0,1,left,49,0.742,1,22,0,22,0,1,,,,
,,Marie-testing-againandagainandagaaaaain,fr,2026-04-21_11h09.05.033,AFC,2024.2.4,iPhone,50,https://run.pavlovia.org/LNS/hub/,AFC,,,,,,,,,,,,,,,,,,,,265.512,266.262,266.263,267.147,3,17,31,Items_pictures/17_flips.png,Items_pictures/31_croissant.png,2,4,1,0,right,31,0.626,1,23,0,23,0,1,,,,
